"id";"time_stamp";"person";"bicycle";"car";"motorcycle";"bus";"truck";"cat";"dog"
432;"2021-07-22 15:00:00";35;0;58;0;2;3;0;0
433;"2021-07-22 15:15:00";28;0;62;1;0;4;0;0
434;"2021-07-22 15:30:00";27;0;47;2;4;4;0;0
435;"2021-07-22 15:45:00";24;1;50;0;1;3;0;0
436;"2021-07-22 16:00:00";38;0;68;0;0;3;0;0
437;"2021-07-22 16:15:00";28;0;55;0;0;4;0;0
438;"2021-07-22 16:30:00";20;2;64;1;0;1;0;0
439;"2021-07-22 16:45:00";44;1;72;0;0;0;0;0
440;"2021-07-22 17:00:00";27;0;80;1;0;0;0;0
441;"2021-07-22 17:15:00";23;1;44;1;1;1;0;0
442;"2021-07-22 17:30:00";15;0;44;0;0;1;0;0
443;"2021-07-22 17:45:00";23;0;53;0;0;2;0;0
444;"2021-07-22 18:00:00";16;0;36;0;1;0;0;0
445;"2021-07-22 18:15:00";31;0;39;0;0;2;0;0
446;"2021-07-22 18:30:00";25;0;28;0;0;1;0;0
447;"2021-07-22 18:45:00";52;1;29;0;0;1;0;0
448;"2021-07-22 19:00:00";52;0;51;0;0;0;0;0
449;"2021-07-22 19:15:00";17;0;33;0;0;1;0;0
450;"2021-07-22 19:30:00";12;1;29;0;0;0;0;0
451;"2021-07-22 19:45:00";6;0;15;0;0;0;0;0
452;"2021-07-22 20:00:00";6;0;15;0;0;0;0;0
453;"2021-07-22 20:15:00";19;1;12;0;0;0;0;0
454;"2021-07-22 20:30:00";9;0;6;0;0;0;0;0
455;"2021-07-22 20:45:00";13;0;20;0;0;0;0;0
456;"2021-07-22 21:00:00";7;0;4;0;0;0;0;0
